locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFDHAJOI_00345	CDS	996	idhA	1.1.1.18		Inositol 2-dehydrogenase
HFDHAJOI_00346	CDS	102				hypothetical protein
HFDHAJOI_00347	CDS	819	murR			HTH-type transcriptional regulator MurR
HFDHAJOI_00348	CDS	1929	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
HFDHAJOI_00349	CDS	1821	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
HFDHAJOI_00350	CDS	894	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
HFDHAJOI_00351	CDS	267				hypothetical protein
HFDHAJOI_00352	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
HFDHAJOI_00353	CDS	531				hypothetical protein
HFDHAJOI_00354	CDS	1215				hypothetical protein
HFDHAJOI_00355	CDS	1176	aspC_1	2.6.1.1	COG0436	Aspartate aminotransferase
HFDHAJOI_00356	CDS	987	gcvA_4			Glycine cleavage system transcriptional activator
HFDHAJOI_00357	CDS	1056	gpuA_1	3.5.3.17	COG0010	Guanidinopropionase
HFDHAJOI_00358	CDS	1089				hypothetical protein
HFDHAJOI_00359	CDS	1035	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
HFDHAJOI_00360	CDS	855	potB_2		COG1176	Spermidine/putrescine transport system permease protein PotB
HFDHAJOI_00361	CDS	801	ydcV_2			Inner membrane ABC transporter permease protein YdcV
HFDHAJOI_00362	CDS	1596	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
HFDHAJOI_00363	CDS	2136	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
HFDHAJOI_00364	CDS	270				hypothetical protein
HFDHAJOI_00365	CDS	342				hypothetical protein
HFDHAJOI_00366	CDS	2010	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
HFDHAJOI_00367	CDS	414				hypothetical protein
HFDHAJOI_00368	CDS	378				hypothetical protein
HFDHAJOI_00369	CDS	912	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
HFDHAJOI_00370	CDS	1533	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
HFDHAJOI_00371	CDS	1410	pccR		COG1396	Propionyl-CoA carboxylase regulator
HFDHAJOI_00372	CDS	225				hypothetical protein
HFDHAJOI_00373	CDS	339	mazF_1	3.1.-.-	COG2337	putative endoribonuclease MazF
HFDHAJOI_00374	CDS	1074	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
HFDHAJOI_00375	CDS	957	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
HFDHAJOI_00376	CDS	627	nagL	5.2.1.4		Maleylpyruvate isomerase
HFDHAJOI_00377	CDS	672				hypothetical protein
HFDHAJOI_00378	CDS	282				hypothetical protein
HFDHAJOI_00379	CDS	858		1.14.13.128		putative methylxanthine N7-demethylase NdmC
HFDHAJOI_00380	CDS	198				hypothetical protein
HFDHAJOI_00381	CDS	354				hypothetical protein
HFDHAJOI_00382	CDS	450				hypothetical protein
HFDHAJOI_00383	CDS	192				hypothetical protein
HFDHAJOI_00384	CDS	795	phyR			Phyllosphere-induced regulator PhyR
HFDHAJOI_00385	CDS	990				hypothetical protein
HFDHAJOI_00386	CDS	1065			COG4307	putative protein
HFDHAJOI_00387	CDS	336				hypothetical protein
HFDHAJOI_00388	CDS	192				hypothetical protein
HFDHAJOI_00389	CDS	165				hypothetical protein
HFDHAJOI_00390	CDS	261				hypothetical protein
HFDHAJOI_00391	CDS	567	ecfG_2			ECF RNA polymerase sigma factor EcfG
HFDHAJOI_00392	CDS	396				hypothetical protein
HFDHAJOI_00393	CDS	756	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
HFDHAJOI_00394	CDS	165				hypothetical protein
HFDHAJOI_00395	CDS	1578	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
HFDHAJOI_00396	CDS	1500	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
HFDHAJOI_00397	CDS	711				hypothetical protein
HFDHAJOI_00398	CDS	843		4.3.2.3		Ureidoglycolate lyase
HFDHAJOI_00399	CDS	729		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
HFDHAJOI_00400	CDS	801	kdgR		COG1414	Transcriptional regulator KdgR
HFDHAJOI_00401	CDS	840				hypothetical protein
HFDHAJOI_00402	CDS	681	betI_1			HTH-type transcriptional regulator BetI
HFDHAJOI_00403	CDS	1677	nfdA_1	3.5.1.91		N-substituted formamide deformylase
HFDHAJOI_00404	CDS	1671	nfdA_2	3.5.1.91		N-substituted formamide deformylase
HFDHAJOI_00405	CDS	1212	nylB'	3.5.1.46		6-aminohexanoate-dimer hydrolase
HFDHAJOI_00406	CDS	1041	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
HFDHAJOI_00407	CDS	810	ydcV_3			Inner membrane ABC transporter permease protein YdcV
HFDHAJOI_00408	CDS	924	potB_3		COG1176	Spermidine/putrescine transport system permease protein PotB
HFDHAJOI_00409	CDS	1101	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HFDHAJOI_00410	CDS	1425	aam	3.5.1.13	COG0154	Acylamidase
HFDHAJOI_00411	CDS	1053				hypothetical protein
HFDHAJOI_00412	CDS	1194	phnM_1	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
HFDHAJOI_00413	CDS	1176	ackA	2.7.2.1	COG0282	Acetate kinase
HFDHAJOI_00414	CDS	1440				hypothetical protein
HFDHAJOI_00415	CDS	999		3.4.11.-	COG3191	putative aminopeptidase
HFDHAJOI_00416	CDS	702				hypothetical protein
HFDHAJOI_00417	CDS	927	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
HFDHAJOI_00418	CDS	1011	dppB_1		COG0601	Dipeptide transport system permease protein DppB
HFDHAJOI_00419	CDS	1707	nikA_1		COG0747	Nickel-binding periplasmic protein
HFDHAJOI_00420	CDS	1164	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
HFDHAJOI_00421	CDS	1836	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
HFDHAJOI_00422	CDS	492				hypothetical protein
HFDHAJOI_00423	CDS	789	ramA	3.5.1.100		(R)-stereoselective amidase
HFDHAJOI_00424	CDS	714				hypothetical protein
HFDHAJOI_00425	CDS	780	nth	4.2.99.18	COG0177	Endonuclease III
HFDHAJOI_00426	CDS	495				hypothetical protein
HFDHAJOI_00427	CDS	885	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
HFDHAJOI_00428	CDS	300				hypothetical protein
HFDHAJOI_00429	CDS	369				hypothetical protein
HFDHAJOI_00430	CDS	981	eryD_1		COG2390	Erythritol catabolism regulatory protein EryD
HFDHAJOI_00431	CDS	957	tal	2.2.1.2		Transaldolase
HFDHAJOI_00432	CDS	393				hypothetical protein
HFDHAJOI_00433	CDS	3663				hypothetical protein
HFDHAJOI_00434	CDS	438				hypothetical protein
HFDHAJOI_00435	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
HFDHAJOI_00436	CDS	816	ydcV_4			Inner membrane ABC transporter permease protein YdcV
HFDHAJOI_00437	CDS	951	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
HFDHAJOI_00438	CDS	990	potA_2	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HFDHAJOI_00439	CDS	1158	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
HFDHAJOI_00440	CDS	924	oxyR_2			Hydrogen peroxide-inducible genes activator
HFDHAJOI_00441	CDS	897	ribN_2			Riboflavin transporter
HFDHAJOI_00442	CDS	1770	arsA	7.3.2.7		Arsenical pump-driving ATPase
HFDHAJOI_00443	CDS	858	mntB_1			Manganese transport system membrane protein MntB
HFDHAJOI_00444	CDS	909	mntB_2			Manganese transport system membrane protein MntB
HFDHAJOI_00445	CDS	888	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
HFDHAJOI_00446	CDS	888			COG0803	putative periplasmic iron-binding protein
HFDHAJOI_00447	CDS	1554				hypothetical protein
HFDHAJOI_00448	CDS	912	trpI			HTH-type transcriptional regulator TrpI
HFDHAJOI_00449	CDS	408				hypothetical protein
HFDHAJOI_00450	CDS	1497	lysS	6.1.1.6		Lysine--tRNA ligase
HFDHAJOI_00451	CDS	1458	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
HFDHAJOI_00452	CDS	1770				hypothetical protein
HFDHAJOI_00453	CDS	759				hypothetical protein
HFDHAJOI_00454	CDS	687	betI_2			HTH-type transcriptional regulator BetI
HFDHAJOI_00455	CDS	1185	emrA_1			Colistin resistance protein EmrA
HFDHAJOI_00456	CDS	1584	emrB			Colistin resistance protein EmrB
HFDHAJOI_00457	CDS	1026				hypothetical protein
HFDHAJOI_00458	CDS	1449	xylB	2.7.1.17	COG1070	Xylulose kinase
HFDHAJOI_00459	CDS	1311	xylA	5.3.1.5	COG2115	Xylose isomerase
HFDHAJOI_00460	CDS	483	greA_1			Transcription elongation factor GreA
HFDHAJOI_00461	CDS	1101	cytR_1		COG1609	HTH-type transcriptional repressor CytR
HFDHAJOI_00462	CDS	1527	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HFDHAJOI_00463	CDS	1011	rbsC_2		COG1172	Ribose import permease protein RbsC
HFDHAJOI_00464	CDS	954	rbsB_1		COG1879	Ribose import binding protein RbsB
HFDHAJOI_00465	CDS	1053	iolE_2	4.2.1.44		Inosose dehydratase
HFDHAJOI_00466	CDS	636	vat	2.3.1.-		Virginiamycin A acetyltransferase
HFDHAJOI_00467	CDS	1266				hypothetical protein
HFDHAJOI_00468	CDS	1374	gghA	3.2.1.74	COG2723	1,4-beta-D-glucan glucohydrolase
HFDHAJOI_00469	CDS	396				hypothetical protein
HFDHAJOI_00470	CDS	639	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
HFDHAJOI_00471	CDS	2172				hypothetical protein
HFDHAJOI_00472	CDS	945				hypothetical protein
HFDHAJOI_00473	CDS	1518	nikA_2		COG0747	Nickel-binding periplasmic protein
HFDHAJOI_00474	CDS	936	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
HFDHAJOI_00475	CDS	819				hypothetical protein
HFDHAJOI_00476	CDS	1404	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
HFDHAJOI_00477	CDS	909				hypothetical protein
HFDHAJOI_00478	CDS	489		3.6.1.25	COG2954	Inorganic triphosphatase
HFDHAJOI_00479	CDS	639	eda		COG0800	KHG/KDPG aldolase
HFDHAJOI_00480	CDS	699				hypothetical protein
HFDHAJOI_00481	CDS	690				hypothetical protein
HFDHAJOI_00482	CDS	402				hypothetical protein
HFDHAJOI_00483	CDS	1119				hypothetical protein
HFDHAJOI_00484	CDS	606				hypothetical protein
HFDHAJOI_00485	CDS	894	dmlR_3			HTH-type transcriptional regulator DmlR
HFDHAJOI_00486	CDS	1134	ldc	4.1.1.17		Lysine/ornithine decarboxylase
HFDHAJOI_00487	CDS	597				hypothetical protein
HFDHAJOI_00488	CDS	699	ompW		COG3047	Outer membrane protein W
HFDHAJOI_00489	CDS	621				hypothetical protein
HFDHAJOI_00490	CDS	1836				hypothetical protein
HFDHAJOI_00491	CDS	987				hypothetical protein
HFDHAJOI_00492	CDS	1107	yciC_1		COG0523	Putative metal chaperone YciC
HFDHAJOI_00493	CDS	396		3.1.-.-	COG3742	Ribonuclease VapC36
HFDHAJOI_00494	CDS	279				hypothetical protein
HFDHAJOI_00495	CDS	792	mftE_1	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
HFDHAJOI_00496	CDS	528	slyA_1			Transcriptional regulator SlyA
HFDHAJOI_00497	CDS	1017	cytR_2		COG1609	HTH-type transcriptional repressor CytR
HFDHAJOI_00498	CDS	963		1.1.1.215	COG1052	2-ketogluconate reductase
HFDHAJOI_00499	CDS	480				hypothetical protein
HFDHAJOI_00500	CDS	1107	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
HFDHAJOI_00501	CDS	1830				hypothetical protein
HFDHAJOI_00502	CDS	564				hypothetical protein
HFDHAJOI_00503	CDS	2310				hypothetical protein
HFDHAJOI_00504	CDS	720				hypothetical protein
HFDHAJOI_00505	CDS	225				hypothetical protein
HFDHAJOI_00506	CDS	864	ycf3			Photosystem I assembly protein Ycf3
HFDHAJOI_00507	CDS	228	rpsU_1		COG0828	30S ribosomal protein S21
HFDHAJOI_00508	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
HFDHAJOI_00509	CDS	321	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
HFDHAJOI_00510	CDS	2994	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
HFDHAJOI_00511	CDS	555				hypothetical protein
HFDHAJOI_00512	CDS	846				hypothetical protein
HFDHAJOI_00513	CDS	1068				hypothetical protein
HFDHAJOI_00514	CDS	489		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
HFDHAJOI_00515	CDS	1959	glgX_2	3.2.1.196	COG1523	Glycogen debranching enzyme
HFDHAJOI_00516	CDS	711	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
HFDHAJOI_00517	CDS	426	arsC_1	1.20.4.1		Arsenate reductase
HFDHAJOI_00518	CDS	693	aqpZ			Aquaporin Z
HFDHAJOI_00519	CDS	510	arsC_2	1.20.4.4	COG0394	Arsenate reductase
HFDHAJOI_00520	CDS	360				hypothetical protein
HFDHAJOI_00521	CDS	1629	pgm	5.4.2.2	COG0033	Phosphoglucomutase
HFDHAJOI_00522	CDS	1440	glgA1_1	2.4.1.21	COG0297	Glycogen synthase 1
HFDHAJOI_00523	CDS	1260	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
HFDHAJOI_00524	CDS	2214	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
HFDHAJOI_00525	CDS	2463	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
HFDHAJOI_00526	CDS	1269				hypothetical protein
HFDHAJOI_00527	CDS	882			COG1305	putative protein
HFDHAJOI_00528	CDS	2370			COG2307	putative protein
HFDHAJOI_00529	CDS	3345				hypothetical protein
HFDHAJOI_00530	CDS	1428	algA_2		COG0662	Alginate biosynthesis protein AlgA
HFDHAJOI_00531	CDS	702	nagK_2	3.7.1.20		Fumarylpyruvate hydrolase
HFDHAJOI_00532	CDS	426				hypothetical protein
HFDHAJOI_00533	CDS	246				hypothetical protein
HFDHAJOI_00534	CDS	267				hypothetical protein
HFDHAJOI_00535	tRNA	75				tRNA-Val(gac)
HFDHAJOI_00536	CDS	363	cpdR_1			Response regulator receiver protein CpdR
HFDHAJOI_00537	CDS	876				hypothetical protein
HFDHAJOI_00538	CDS	777	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
HFDHAJOI_00539	CDS	990	pldB	3.1.1.5	COG2267	Lysophospholipase L2
HFDHAJOI_00540	CDS	471	ibpA		COG0071	Small heat shock protein IbpA
HFDHAJOI_00541	CDS	600				hypothetical protein
HFDHAJOI_00542	CDS	783				hypothetical protein
HFDHAJOI_00543	CDS	921				hypothetical protein
HFDHAJOI_00544	CDS	303				hypothetical protein
HFDHAJOI_00545	CDS	1047	ltaE	4.1.2.48		Low specificity L-threonine aldolase
HFDHAJOI_00546	CDS	4719	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
HFDHAJOI_00547	CDS	171				hypothetical protein
HFDHAJOI_00548	CDS	1455	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HFDHAJOI_00549	CDS	1227				hypothetical protein
HFDHAJOI_00550	CDS	1212				Tn3 family transposase TnXax1
HFDHAJOI_00551	CDS	888	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HFDHAJOI_00552	CDS	1539				hypothetical protein
HFDHAJOI_00553	CDS	996	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
HFDHAJOI_00554	CDS	288				hypothetical protein
HFDHAJOI_00555	CDS	237				hypothetical protein
HFDHAJOI_00556	CDS	459				hypothetical protein
HFDHAJOI_00557	CDS	1002	qmcA		COG0330	Protein QmcA
HFDHAJOI_00558	CDS	1956				hypothetical protein
HFDHAJOI_00559	CDS	609				hypothetical protein
HFDHAJOI_00560	CDS	1035	hemH	4.99.1.1	COG0276	Ferrochelatase
HFDHAJOI_00561	CDS	1887	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
HFDHAJOI_00562	CDS	366				hypothetical protein
HFDHAJOI_00563	CDS	1443	hss	2.5.1.44		Homospermidine synthase
HFDHAJOI_00564	CDS	903				hypothetical protein
HFDHAJOI_00565	CDS	399				hypothetical protein
HFDHAJOI_00566	CDS	183				hypothetical protein
HFDHAJOI_00567	CDS	285				hypothetical protein
HFDHAJOI_00568	CDS	1290				hypothetical protein
HFDHAJOI_00569	CDS	621				hypothetical protein
HFDHAJOI_00570	CDS	1161	menF_1	5.4.4.2		Isochorismate synthase MenF
HFDHAJOI_00571	CDS	1851	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
HFDHAJOI_00572	CDS	1548	zraR		COG2204	Transcriptional regulatory protein ZraR
HFDHAJOI_00573	CDS	1860				hypothetical protein
HFDHAJOI_00574	CDS	267				hypothetical protein
HFDHAJOI_00575	CDS	306				hypothetical protein
HFDHAJOI_00576	CDS	810				hypothetical protein
HFDHAJOI_00577	CDS	507				hypothetical protein
HFDHAJOI_00578	CDS	1440	ttuE	2.7.1.40		Pyruvate kinase
HFDHAJOI_00579	CDS	1068	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HFDHAJOI_00580	CDS	636				hypothetical protein
HFDHAJOI_00581	CDS	126	rpmJ		COG0257	50S ribosomal protein L36
HFDHAJOI_00582	CDS	1065	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
HFDHAJOI_00583	CDS	501	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
HFDHAJOI_00584	CDS	204				hypothetical protein
HFDHAJOI_00585	CDS	177				hypothetical protein
HFDHAJOI_00586	CDS	261			COG0640	HTH-type transcriptional regulator
HFDHAJOI_00587	CDS	777				hypothetical protein
HFDHAJOI_00588	CDS	648	thiE_1	2.5.1.3		Thiamine-phosphate synthase
HFDHAJOI_00589	CDS	1191				hypothetical protein
HFDHAJOI_00590	CDS	1269				hypothetical protein
HFDHAJOI_00591	CDS	801	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
HFDHAJOI_00592	CDS	1035				hypothetical protein
HFDHAJOI_00593	CDS	1032	ompA			Outer membrane protein A
HFDHAJOI_00594	CDS	1647		1.3.99.-	COG3573	KsdD-like steroid dehydrogenase
HFDHAJOI_00595	CDS	972				hypothetical protein
HFDHAJOI_00596	CDS	1803	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
HFDHAJOI_00597	CDS	222	rpmE		COG0254	50S ribosomal protein L31
HFDHAJOI_00598	CDS	519				hypothetical protein
HFDHAJOI_00599	CDS	195				hypothetical protein
HFDHAJOI_00600	CDS	1296	ycaD_1			putative MFS-type transporter YcaD
HFDHAJOI_00601	CDS	156				hypothetical protein
HFDHAJOI_00602	CDS	444				hypothetical protein
HFDHAJOI_00603	CDS	912	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
HFDHAJOI_00604	CDS	915	fda	4.1.2.13	COG3588	Fructose-bisphosphate aldolase class 1
HFDHAJOI_00605	CDS	1200	pgk	2.7.2.3		Phosphoglycerate kinase
HFDHAJOI_00606	CDS	1830	nhaP			K(+)/H(+) antiporter NhaP
HFDHAJOI_00607	CDS	1659			COG1292	Glycine betaine/proline/choline transporter
HFDHAJOI_00608	CDS	1011	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
HFDHAJOI_00609	CDS	1983	tktA	2.2.1.1	COG0021	Transketolase 1
HFDHAJOI_00610	CDS	273				hypothetical protein
HFDHAJOI_00611	CDS	381				hypothetical protein
HFDHAJOI_00612	CDS	2028				hypothetical protein
HFDHAJOI_00613	CDS	582		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
HFDHAJOI_00614	CDS	825	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
HFDHAJOI_00615	CDS	840				hypothetical protein
HFDHAJOI_00616	CDS	504				hypothetical protein
HFDHAJOI_00617	CDS	747			COG0217	putative transcriptional regulatory protein
HFDHAJOI_00618	CDS	1356	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
HFDHAJOI_00619	CDS	1932	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HFDHAJOI_00620	CDS	1323	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
HFDHAJOI_00621	CDS	999	cpoB			Cell division coordinator CpoB
HFDHAJOI_00622	CDS	540	pal_1			Peptidoglycan-associated lipoprotein
HFDHAJOI_00623	CDS	1305	tolB		COG0823	Tol-Pal system protein TolB
HFDHAJOI_00624	CDS	1032				hypothetical protein
HFDHAJOI_00625	CDS	453	tolR			Tol-Pal system protein TolR
HFDHAJOI_00626	CDS	705	tolQ_2		COG0811	Tol-Pal system protein TolQ
HFDHAJOI_00627	CDS	441	ybgC	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
HFDHAJOI_00628	CDS	666				hypothetical protein
HFDHAJOI_00629	CDS	570				hypothetical protein
HFDHAJOI_00630	CDS	510				hypothetical protein
HFDHAJOI_00631	CDS	1041	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
HFDHAJOI_00632	CDS	396	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
HFDHAJOI_00633	CDS	282				hypothetical protein
HFDHAJOI_00634	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
HFDHAJOI_00635	CDS	420				hypothetical protein
HFDHAJOI_00636	CDS	261				hypothetical protein
HFDHAJOI_00637	CDS	513	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
HFDHAJOI_00638	CDS	1002	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
HFDHAJOI_00639	CDS	2280				hypothetical protein
HFDHAJOI_00640	CDS	837				Putative adhesin
HFDHAJOI_00641	CDS	993	zntB		COG0598	Zinc transport protein ZntB
HFDHAJOI_00642	CDS	1254	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
HFDHAJOI_00643	CDS	1596	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
HFDHAJOI_00644	CDS	1413	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
HFDHAJOI_00645	CDS	1005	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
HFDHAJOI_00646	CDS	114				hypothetical protein
HFDHAJOI_00647	CDS	1005				hypothetical protein
HFDHAJOI_00648	CDS	585				hypothetical protein
HFDHAJOI_00649	CDS	1101	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HFDHAJOI_00650	CDS	186				hypothetical protein
HFDHAJOI_00651	CDS	642				hypothetical protein
HFDHAJOI_00652	CDS	234				hypothetical protein
HFDHAJOI_00653	CDS	807				hypothetical protein
HFDHAJOI_00654	tRNA	77				tRNA-Met(cat)
HFDHAJOI_00655	CDS	1197	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
HFDHAJOI_00656	CDS	984	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
HFDHAJOI_00657	CDS	669	speE	2.5.1.16		Polyamine aminopropyltransferase
HFDHAJOI_00658	CDS	819	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
HFDHAJOI_00659	CDS	1332	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
HFDHAJOI_00660	CDS	1833	dctB_2	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
HFDHAJOI_00661	CDS	1332	dctA			C4-dicarboxylate transport protein
HFDHAJOI_00662	CDS	309				hypothetical protein
HFDHAJOI_00663	CDS	396	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
HFDHAJOI_00664	CDS	531				hypothetical protein
HFDHAJOI_00665	CDS	1572	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
HFDHAJOI_00666	CDS	1203				hypothetical protein
HFDHAJOI_00667	CDS	600				hypothetical protein
HFDHAJOI_00668	CDS	360				hypothetical protein
HFDHAJOI_00669	CDS	693	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
HFDHAJOI_00670	CDS	1275	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
HFDHAJOI_00671	CDS	1425	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
HFDHAJOI_00672	CDS	399				hypothetical protein
HFDHAJOI_00673	CDS	360				hypothetical protein
HFDHAJOI_00674	CDS	780	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
HFDHAJOI_00675	CDS	915				hypothetical protein
HFDHAJOI_00676	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
HFDHAJOI_00677	CDS	2526				hypothetical protein
HFDHAJOI_00678	CDS	945	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_00679	CDS	783				hypothetical protein
HFDHAJOI_00680	CDS	903	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
HFDHAJOI_00681	CDS	885				hypothetical protein
HFDHAJOI_00682	CDS	1032	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HFDHAJOI_00683	CDS	396				hypothetical protein
HFDHAJOI_00684	CDS	834	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
HFDHAJOI_00685	CDS	1173				hypothetical protein
HFDHAJOI_00686	CDS	588				hypothetical protein
HFDHAJOI_00687	CDS	645	chpT	2.7.99.-		Protein phosphotransferase ChpT
HFDHAJOI_00688	CDS	363	cheY_1		COG0784	Chemotaxis protein CheY
HFDHAJOI_00689	CDS	702	ctrA			Cell cycle response regulator CtrA
HFDHAJOI_00690	CDS	351				hypothetical protein
HFDHAJOI_00691	CDS	288				hypothetical protein
HFDHAJOI_00692	CDS	492				hypothetical protein
HFDHAJOI_00693	CDS	276				hypothetical protein
